Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
Dijkstra;21;File;Chebyshev;IfAtMostOneObstacle;Yes;0;38;7,82842712474619;
A* (A Star);22;File;Manhattan;IfAtMostOneObstacle;Yes;0;26;6,82842712474619;
A* (A Star);22;File;Euclidean;IfAtMostOneObstacle;Yes;0;26;6,82842712474619;
A* (A Star);22;File;Octile;IfAtMostOneObstacle;Yes;0;26;6,82842712474619;
A* (A Star);22;File;Chebyshev;IfAtMostOneObstacle;Yes;0;26;6,82842712474619;
Best First Search;22;File;Manhattan;IfAtMostOneObstacle;Yes;0;26;8,24264068711928;
Best First Search;22;File;Euclidean;IfAtMostOneObstacle;Yes;0;26;8,24264068711928;
Best First Search;22;File;Octile;IfAtMostOneObstacle;Yes;0;26;8,24264068711928;
Best First Search;22;File;Chebyshev;IfAtMostOneObstacle;Yes;0;26;6,82842712474619;
Dijkstra;22;File;Manhattan;IfAtMostOneObstacle;Yes;0;107;6,82842712474619;
Dijkstra;22;File;Euclidean;IfAtMostOneObstacle;Yes;0;107;6,82842712474619;
Dijkstra;22;File;Octile;IfAtMostOneObstacle;Yes;0;107;6,82842712474619;
Dijkstra;22;File;Chebyshev;IfAtMostOneObstacle;Yes;0;107;6,82842712474619;
A* (A Star);23;File;Manhattan;IfAtMostOneObstacle;Yes;0;27;9,4142135623731;
A* (A Star);23;File;Euclidean;IfAtMostOneObstacle;Yes;0;27;9,4142135623731;
A* (A Star);23;File;Octile;IfAtMostOneObstacle;Yes;0;27;9,4142135623731;
A* (A Star);23;File;Chebyshev;IfAtMostOneObstacle;Yes;0;29;9,4142135623731;
Best First Search;23;File;Manhattan;IfAtMostOneObstacle;Yes;0;29;9,4142135623731;
Best First Search;23;File;Euclidean;IfAtMostOneObstacle;Yes;0;29;9,4142135623731;
Best First Search;23;File;Octile;IfAtMostOneObstacle;Yes;0;29;9,4142135623731;
Best First Search;23;File;Chebyshev;IfAtMostOneObstacle;Yes;0;29;9,4142135623731;
Dijkstra;23;File;Manhattan;IfAtMostOneObstacle;Yes;0;110;9,4142135623731;
Dijkstra;23;File;Euclidean;IfAtMostOneObstacle;Yes;0;110;9,4142135623731;
Dijkstra;23;File;Octile;IfAtMostOneObstacle;Yes;1;110;9,4142135623731;
Dijkstra;23;File;Chebyshev;IfAtMostOneObstacle;Yes;1;110;9,4142135623731;
A* (A Star);24;File;Manhattan;IfAtMostOneObstacle;Yes;0;44;10,6568542494924;
A* (A Star);24;File;Euclidean;IfAtMostOneObstacle;Yes;0;59;10,6568542494924;
A* (A Star);24;File;Octile;IfAtMostOneObstacle;Yes;0;59;10,6568542494924;
A* (A Star);24;File;Chebyshev;IfAtMostOneObstacle;Yes;0;69;10,6568542494924;
Best First Search;24;File;Manhattan;IfAtMostOneObstacle;Yes;0;69;12,3137084989848;
Best First Search;24;File;Euclidean;IfAtMostOneObstacle;Yes;0;69;12,3137084989848;
Best First Search;24;File;Octile;IfAtMostOneObstacle;Yes;0;69;12,3137084989848;
Best First Search;24;File;Chebyshev;IfAtMostOneObstacle;Yes;0;69;10,6568542494924;
Dijkstra;24;File;Manhattan;IfAtMostOneObstacle;Yes;3;227;10,6568542494924;
Dijkstra;24;File;Euclidean;IfAtMostOneObstacle;Yes;3;227;10,6568542494924;
