Alg;Map;MapType;Heuristic;Diagonal;Solution;Time;MaxNodes;PathLength;
IDA* (IDA Star);12;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;19;0;25,3137084989848;
Dijkstra;12;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;12;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;12;WithPattern;Octile;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
Dijkstra;12;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;9;523;19,8994949366117;
A* (A Star);13;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;1;176;56,9411254969543;
A* (A Star);13;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;16;620;56,9411254969542;
A* (A Star);13;WithPattern;Octile;IfAtMostOneObstacle;Yes;5;351;56,9411254969542;
A* (A Star);13;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;40;988;56,9411254969542;
Best First Search;13;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;156;60,254833995939;
Best First Search;13;WithPattern;Euclidean;IfAtMostOneObstacle;Yes;0;154;59,6690475583121;
Best First Search;13;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;154;59,6690475583121;
Best First Search;13;WithPattern;Chebyshev;IfAtMostOneObstacle;Yes;1;178;62,5979797464466;
IDA* (IDA Star);13;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;0;0;63,0121933088197;
IDA* (IDA Star);13;WithPattern;Euclidean;IfAtMostOneObstacle;No;5001;0;-1;
IDA* (IDA Star);13;WithPattern;Octile;IfAtMostOneObstacle;Yes;0;0;62,5979797464466;
IDA* (IDA Star);13;WithPattern;Chebyshev;IfAtMostOneObstacle;No;5001;0;-1;
Dijkstra;13;WithPattern;Manhattan;IfAtMostOneObstacle;Yes;716;4635;56,9411254969542;
